Ticker,Market Cap,Exchange,Outstanding Shares,Q1_NetIncome,Q2_NetIncome,Q3_NetIncome,Q4_NetIncome,Q5_NetIncome,Q6_NetIncome,Q7_NetIncome,Q8_NetIncome,Month1_Volume,Month2_Volume,Month3_Volume,Month4_Volume,Month5_Volume,Month6_Volume,Month7_Volume,Month8_Volume,Month9_Volume,Month10_Volume,Month11_Volume,Month12_Volume,Month13_Volume,Month14_Volume,Month15_Volume,Month16_Volume,Month17_Volume,Month18_Volume,Month19_Volume,Month20_Volume,Month21_Volume,Month22_Volume,Month23_Volume,Month24_Volume,Underaged,Market Cap Category,Yearly_NetIncome,Profitable,Avg_Volume_1_6,Volume_Category,Avg Monthly Volume,Avg Quarterly Income,Volume to Income Ratio,Avg Monthly Income,Market Cap to Avg Monthly Income Ratio,in_index
IT,27978217000,NYSE,78825000,198043000,295783000,256814000,173545000,204925000,172515000,209359000,148865000.0,5328192.0,9222479.0,9623429.0,6475702.0,11365590.0,13198322.0,9641035.0,10856659.0,9331157.0,7818502.0,8025593.0,10344085.0,9203386.0,12139191.0,10880528.0,7247593.0,10033373.0,14846270.0,9230737.0,13048147.0,11505266.0,9984234.0,8537688.0,10404441.0,0,14.6B-50B,924185000,Profitable,9202285.666666666,Good Volume,9202285.666666666,231046250.0,25.107485071553057,69160375.0,404.5411407905177,1
ITW,70641328000,NYSE,302390000,754000000,714000000,907000000,727000000,738000000,662000000,609000000,639000000.0,13299641.0,19407975.0,23160020.0,20706205.0,21849636.0,27335243.0,17979084.0,27990141.0,21657331.0,18788770.0,20450003.0,21946662.0,27572811.0,26250366.0,23567017.0,19509733.0,21967664.0,29176093.0,20824976.0,24201618.0,24789959.0,20355169.0,20129551.0,20314946.0,0,50B-100B,3102000000,Profitable,20959786.666666668,Good Volume,20959786.666666668,775500000.0,36.999422385978484,239583333.33333334,294.85076034782605,1
IVZ,5984604000,NYSE,448621000,132200000,145000000,187800000,177400000,121000000,197700000,426800000,330100000.0,53996431.0,85650177.0,74174201.0,88421749.0,104239942.0,97197882.0,79258894.0,123924948.0,91122602.0,113591999.0,81898882.0,113244605.0,110924880.0,126447223.0,76744073.0,86367822.0,83276034.0,80154849.0,80637791.0,135442715.0,103093613.0,96073250.0,80476504.0,68286014.0,0,0-14.6B,642400000,Profitable,83946730.33333333,Good Volume,83946730.33333333,160600000.0,1.9131179899716644,71583333.33333333,83.60331548311991,1
J,17430827000,NYSE,125918000,164239000,216512000,135647000,225207000,195983000,88816000,134034000,43145000.0,8107933.0,13665224.0,12617024.0,10165191.0,16513966.0,15150835.0,8346908.0,15708981.0,14634111.0,11205326.0,8764328.0,12078650.0,12543994.0,11436831.0,11708546.0,7954515.0,12327840.0,15468411.0,13868770.0,18525884.0,15773607.0,12517821.0,12076161.0,12738967.0,0,14.6B-50B,741605000,Profitable,12703362.166666666,Good Volume,12703362.166666666,185401250.0,14.594659867801665,50149291.666666664,347.57872784843255,1
JBHT,20336228000,NASDAQ,103345000,189552000,197768000,201303000,269382000,255342000,243325000,242209000,199829000.0,10542146.0,16613025.0,15427519.0,16770381.0,15077175.0,13588511.0,16150722.0,16783055.0,12065622.0,16868186.0,12533587.0,15456175.0,16740445.0,16995458.0,14755964.0,14920417.0,13986948.0,18903007.0,27442701.0,19006900.0,11594686.0,15918036.0,9682239.0,10320411.0,0,14.6B-50B,858005000,Profitable,14669792.833333334,Good Volume,14669792.833333334,214501250.0,14.621968587899962,74946250.0,271.3441699884917,1
JCI,35812045000,NYSE,680320000,1049000000,133000000,118000000,761000000,379000000,11000000,381000000,269000000.0,47834181.0,87546877.0,100705385.0,66210884.0,74288933.0,93625570.0,72503405.0,95265192.0,71150990.0,60200726.0,67870112.0,94068843.0,84700615.0,82134112.0,84645053.0,82877022.0,91250736.0,129407676.0,80816616.0,102474691.0,94551676.0,73672448.0,62431177.0,72294936.0,0,14.6B-50B,2061000000,Profitable,78368638.33333333,Good Volume,78368638.33333333,515250000.0,6.574696344836752,129208333.33333333,277.1651338277975,1
JKHY,10767238000,NASDAQ,72801000,97773000,81549000,80775000,106549000,80426000,84707000,95670000,102114000.0,5605947.0,8518390.0,11924686.0,10152011.0,11734735.0,18681639.0,14390031.0,18730885.0,11417545.0,7232769.0,9610257.0,13498183.0,9211420.0,8797170.0,11881750.0,7805306.0,10059209.0,11821281.0,8609305.0,14217272.0,13534580.0,12041789.0,11518459.0,14747760.0,0,0-14.6B,366646000,Profitable,11102901.333333334,Good Volume,11102901.333333334,91661500.0,8.255634923532298,30398458.333333332,354.20342314508827,1
JNJ,379333804000,NYSE,2408010000,5144000000,-68000000,3520000000,4458000000,4814000000,5149000000,4736000000,3667000000.0,85265435.0,147239309.0,1084597713.0,201433484.0,146420516.0,131391015.0,145984330.0,185727779.0,164788113.0,160523975.0,129804586.0,138345404.0,139409660.0,168208394.0,157194059.0,114642190.0,159327466.0,152671542.0,163085375.0,178828338.0,154521593.0,164864607.0,167967356.0,162042197.0,0,100B-500B,13054000000,Profitable,299391245.3333333,Good Volume,299391245.3333333,3263500000.0,10.900452337430629,1309166666.6666667,289.75210999363463,1
JNPR,8456589000,NYSE,321360000,24400000,85400000,180400000,121500000,113400000,55700000,132900000,88900000.0,43029398.0,60257460.0,81726193.0,84987038.0,76974859.0,91108003.0,74958891.0,80084193.0,85042372.0,68445706.0,60273533.0,74557168.0,81632493.0,71633385.0,72907425.0,82858340.0,66403033.0,98935200.0,83751863.0,104688284.0,73554157.0,101235489.0,85578547.0,68861061.0,0,0-14.6B,411700000,Profitable,73013825.16666667,Good Volume,73013825.16666667,102925000.0,1.4096645363402878,33441666.666666668,252.8758235733865,1
JPM,427434377000,NYSE,2891000000,14472000000,12622000000,11008000000,9737000000,8649000000,8282000000,10399000000,11687000000.0,146267311.0,172247400.0,169318304.0,231274765.0,206576256.0,234843075.0,242598953.0,458502954.0,169565594.0,209965176.0,202051672.0,226634577.0,318234727.0,248385561.0,258105181.0,239566728.0,268244292.0,313563637.0,301715359.0,389411084.0,288616170.0,372752625.0,251947349.0,202826185.0,0,100B-500B,47839000000,Profitable,193421185.16666666,Good Volume,193421185.16666666,11959750000.0,61.83267871973049,3619000000.0,118.10842138712351,1
K,17216631000,NYSE,342347000,357000000,298000000,-98000000,310000000,326000000,422000000,433000000,307000000.0,50206864.0,52973866.0,52867373.0,38772052.0,61610590.0,55426091.0,30928453.0,51008982.0,45528172.0,40534842.0,37174132.0,57903953.0,39496103.0,50567681.0,46100144.0,49602336.0,65733483.0,74846973.0,39218041.0,56332068.0,56169732.0,47217386.0,45798195.0,40575963.0,0,14.6B-50B,867000000,Profitable,51976139.333333336,Good Volume,51976139.333333336,216750000.0,4.1701827565517915,98125000.0,175.45611210191083,1
KDP,39276982000,NASDAQ,1397260000,503000000,467000000,453000000,180000000,218000000,585000000,843000000,530000000.0,118251646.0,173111048.0,170957406.0,211289354.0,202007540.0,201116903.0,160874722.0,199213322.0,146113989.0,127442705.0,151412371.0,163472554.0,148657417.0,162376359.0,149002761.0,133309063.0,366343801.0,251782447.0,128549986.0,132175340.0,124775789.0,141227553.0,122153547.0,96388998.0,0,14.6B-50B,1603000000,Profitable,179455649.5,Good Volume,179455649.5,400750000.0,2.2331422895660915,157458333.33333334,249.44365387668694,1
KEY,10033052000,NYSE,935919000,287000000,312000000,394000000,542000000,533000000,448000000,629000000,645000000.0,196966800.0,273954476.0,292939639.0,453986521.0,399560770.0,547505241.0,489857852.0,787038450.0,208720641.0,256555722.0,210869532.0,220537084.0,276843106.0,227031427.0,180399631.0,211534749.0,212845299.0,223118563.0,224973125.0,220829501.0,152720106.0,195917209.0,162760191.0,137794663.0,0,0-14.6B,1535000000,Profitable,360818907.8333333,Good Volume,360818907.8333333,383750000.0,1.0635529116374878,157916666.66666666,63.533838522427445,1
KEYS,23340460000,NYSE,177575000,288000000,283000000,260000000,299000000,338000000,258000000,229000000,282000000.0,13340141.0,27011600.0,39190863.0,18449014.0,22213187.0,28116948.0,22181994.0,24996211.0,27667183.0,19801506.0,17331200.0,21853778.0,18611164.0,19660548.0,18762672.0,15803070.0,19468661.0,24714721.0,18060575.0,24902770.0,24654995.0,28690552.0,22213620.0,22099252.0,0,14.6B-50B,1130000000,Profitable,24720292.166666668,Good Volume,24720292.166666668,282500000.0,11.427858461192809,93208333.33333333,250.41172999552975,1
KHC,38789399000,NASDAQ,1228290000,1000000000,836000000,890000000,432000000,265000000,776000000,-257000000,733000000.0,98160054.0,172272700.0,169678698.0,152346931.0,166744635.0,177692805.0,100468314.0,134915892.0,129313044.0,154744987.0,122241432.0,130496963.0,181397949.0,197542832.0,134150891.0,157640090.0,210326144.0,187706955.0,131737035.0,146245102.0,187663674.0,136576345.0,166118850.0,169015497.0,0,14.6B-50B,3158000000,Profitable,156149303.83333334,Good Volume,156149303.83333334,789500000.0,5.056058404478552,194791666.66666666,199.13274352941178,1
KIM,10674248000,NYSE,619875000,106626000,289763000,-49779000,57954000,-119501000,237302000,81681000,507739000.0,62459820.0,96977709.0,100806566.0,87012608.0,81452209.0,100291366.0,75043233.0,120501657.0,85819894.0,88983752.0,85722005.0,82010726.0,122638435.0,89298257.0,67245417.0,76384032.0,107763684.0,118453592.0,77369731.0,100829229.0,150821607.0,95675146.0,83844661.0,78121608.0,0,0-14.6B,404564000,Profitable,88166713.0,Good Volume,88166713.0,101141000.0,1.1471562969575604,46324375.0,230.42400464118512,1
KLAC,66962727000,NASDAQ,136322000,684654000,697837000,978795000,1025991000,805374000,730572000,717444000,1068417000.0,11458725.0,19341923.0,20213110.0,22526391.0,20613913.0,22655660.0,20116823.0,25064048.0,21231976.0,26329253.0,27467830.0,33495412.0,45270299.0,37605380.0,31047200.0,30440030.0,27814596.0,31003751.0,27865570.0,31153271.0,29234101.0,34488977.0,29494639.0,24044616.0,0,50B-100B,3387277000,Profitable,19468287.0,Good Volume,19468287.0,846819250.0,43.49736830980558,279545166.6666667,239.54170912154325,1
KMB,41157112000,NYSE,338185000,102000000,566000000,507000000,467000000,437000000,523000000,357000000,469000000.0,19594640.0,30967086.0,31780266.0,39331974.0,33907519.0,37373873.0,32875965.0,37557542.0,31164373.0,38126625.0,30344715.0,30216777.0,39707379.0,33247873.0,26552211.0,29014192.0,35131609.0,39459029.0,45802574.0,47563345.0,34875392.0,44639921.0,36817948.0,27182070.0,0,14.6B-50B,1642000000,Profitable,32159226.333333332,Good Volume,32159226.333333332,410500000.0,12.764610558261875,142833333.33333334,288.14780863477245,1
KMI,38502777000,NYSE,2228170000,586000000,679000000,670000000,576000000,635000000,667000000,637000000,495000000.0,192345950.0,273654580.0,246234757.0,266095856.0,290762300.0,291543042.0,215160172.0,309914882.0,236155934.0,264813403.0,264762472.0,346143167.0,435084764.0,436922823.0,305960297.0,293859931.0,349683961.0,391362013.0,314659360.0,460082484.0,331755517.0,364963371.0,340813716.0,293450198.0,0,14.6B-50B,2511000000,Profitable,260106080.83333334,Good Volume,260106080.83333334,627750000.0,2.413438386326076,206041666.66666666,186.8688873609707,1
KMX,10832264000,NYSE,158668000,118635000,228298000,69012000,37580000,125905000,252265000,159836000,269438000.0,32109748.0,47048916.0,27566312.0,25286794.0,54400207.0,30469515.0,50826791.0,55773145.0,34425257.0,54879326.0,75040871.0,42806913.0,56619749.0,51541090.0,23580519.0,23790848.0,37973808.0,42959542.0,46035505.0,36088518.0,26807358.0,34397678.0,28137466.0,21100771.0,0,0-14.6B,453525000,Profitable,36146915.333333336,Good Volume,36146915.333333336,113381250.0,3.136678440039503,52540375.0,206.170283329725,1
KO,231049495000,NYSE,4324340000,2547000000,3107000000,2031000000,2825000000,1905000000,2781000000,2414000000,2471000000.0,231368333.0,310415218.0,204582938.0,256313202.0,319447562.0,291110244.0,213244073.0,335471984.0,265890805.0,260737213.0,245987463.0,269992797.0,325964524.0,317269318.0,223035946.0,275808130.0,353200933.0,459756698.0,319086263.0,425572961.0,395791477.0,404199628.0,426803925.0,285918267.0,0,100B-500B,10510000000,Profitable,268872916.1666667,Good Volume,268872916.1666667,2627500000.0,9.772274714241904,836708333.3333334,276.1410228574274,1
KR,31858506000,NYSE,719316000,-180000000,962000000,451000000,398000000,731000000,664000000,565000000,483000000.0,55113262.0,118439487.0,93586173.0,78121389.0,126000874.0,119260596.0,91806320.0,166883737.0,89836453.0,79113429.0,114850197.0,106752242.0,162344894.0,143713167.0,108537906.0,93197354.0,135406540.0,155279475.0,121889899.0,224680757.0,116953915.0,164543359.0,199445833.0,130864477.0,0,14.6B-50B,1631000000,Profitable,98420296.83333333,Good Volume,98420296.83333333,407750000.0,4.142946253154378,169750000.0,187.67897496318116,1
KVUE,37091422000,NYSE,1914890000,430000000,330000000,370000000,585000000,604000000,528000000,411000000,,246511116.0,635390392.0,1707096210.0,174155581.0,53044117.0,,,,,,,,,,,,,,,,,,,,0,14.6B-50B,1715000000,Profitable,563239483.2,Good Volume,563239483.2,428750000.0,0.7612214924353158,135750000.0,273.23331123388584,1
L,14617492000,NYSE,225509000,360000000,375000000,364000000,130000000,167000000,322000000,343000000,220000000.0,8753267.0,19531950.0,13009326.0,11529761.0,17732281.0,16956589.0,12759159.0,24709361.0,17842149.0,13173386.0,19152263.0,15547933.0,15903524.0,22451037.0,19139493.0,14041276.0,21001618.0,24471350.0,16144397.0,20986192.0,14725334.0,12928102.0,16684554.0,18939655.0,0,14.6B-50B,1229000000,Profitable,14585529.0,Good Volume,14585529.0,307250000.0,21.065399821974232,95041666.66666667,153.80088031565103,1
LDOS,13104660000,NYSE,137351000,207000000,162000000,177000000,162000000,171000000,175000000,174000000,205000000.0,8621951.0,12328925.0,20482886.0,15606004.0,18875227.0,32155281.0,12535403.0,21895964.0,18023750.0,17674704.0,15612366.0,20002727.0,12829919.0,15908158.0,14936536.0,12626704.0,16789934.0,16640793.0,15457497.0,26592113.0,25309776.0,20617842.0,18995069.0,13871124.0,0,0-14.6B,708000000,Profitable,18011712.333333332,Good Volume,18011712.333333332,177000000.0,9.82693908965198,59708333.333333336,219.47790648988135,1
LEN,30904082000,NYSE,250152000,1108996000,871694000,596534000,1322444000,1467344000,1320756000,503581000,1190491000.0,27043343.0,48700898.0,47296919.0,39591971.0,63400994.0,41533018.0,32350101.0,59314601.0,40674982.0,42466583.0,48819910.0,45926119.0,46913838.0,58336777.0,57273436.0,57932042.0,61916370.0,53441068.0,58122292.0,68655352.0,47825772.0,64788941.0,57867753.0,34599540.0,0,14.6B-50B,3899668000,Profitable,44594523.833333336,Good Volume,44594523.833333336,974917000.0,21.861809841128363,349243333.3333333,88.48868124421368,1
LH,17838723000,NYSE,88600000,188900000,212900000,76100000,352800000,358600000,491600000,553000000,587300000.0,9011843.0,17235312.0,17389140.0,15149978.0,13588842.0,12792975.0,10760228.0,13389756.0,14346344.0,10824780.0,13313639.0,18144708.0,18153620.0,12446913.0,12167058.0,11863312.0,19707501.0,17713670.0,17339032.0,19333182.0,19869558.0,18699807.0,19482663.0,12831326.0,0,14.6B-50B,830700000,Profitable,14194681.666666666,Good Volume,14194681.666666666,207675000.0,14.630479561065654,117550000.0,151.7543428328371,1
LHX,33521932000,NYSE,189133000,349000000,337000000,416000000,-300000000,471000000,475000000,484000000,481000000.0,18702977.0,24378911.0,22862688.0,22068471.0,20329473.0,25503734.0,16860143.0,26680922.0,20985685.0,33662246.0,24202783.0,27283412.0,26863195.0,20069207.0,21195509.0,20015971.0,17887032.0,22971008.0,20319371.0,38953493.0,29166162.0,37275451.0,25777932.0,24419610.0,0,14.6B-50B,802000000,Profitable,22307709.0,Good Volume,22307709.0,200500000.0,8.987924309035948,113041666.66666667,296.5449200147438,1
LIN,184389911000,NYSE,487946000,1575000000,1516000000,1328000000,1273000000,372000000,1174000000,1026000000,979000000.0,17142208.0,25418945.0,24848457.0,29851110.0,32829767.0,31950384.0,29896881.0,52684811.0,69270337.0,41810774.0,30700825.0,38246758.0,42638918.0,39953880.0,31507431.0,45668365.0,72954675.0,42400856.0,36975574.0,60755458.0,48394518.0,36253384.0,31902423.0,32969891.0,0,100B-500B,5692000000,Profitable,27006811.833333332,Good Volume,27006811.833333332,1423000000.0,52.69041043355044,385125000.0,478.7793859136644,1
LKQ,13551712000,NASDAQ,267556000,282000000,270000000,194000000,262000000,420000000,273000000,236000000,284000000.0,18682484.0,30083618.0,27007178.0,21933163.0,27558571.0,22896839.0,19295002.0,44031387.0,34428099.0,27195222.0,28247500.0,31823203.0,27690506.0,34630272.0,27310990.0,29285601.0,36517538.0,40552674.0,38393339.0,45198506.0,42879586.0,27581583.0,34659287.0,28005252.0,0,0-14.6B,1008000000,Profitable,24693642.166666668,Good Volume,24693642.166666668,252000000.0,10.205055953235142,92541666.66666667,146.4390310670869,1
LLY,585373254000,NYSE,949295000,1763200000,1344900000,1937700000,1451700000,952500000,1902900000,1726100000,1110100000.0,45516105.0,58019308.0,71152574.0,46835927.0,56778357.0,75112510.0,56071795.0,80115766.0,66674226.0,50722892.0,53002346.0,69750948.0,55842424.0,68936990.0,62135816.0,42681800.0,68053614.0,65874585.0,58019395.0,70442271.0,51888486.0,59753612.0,74511225.0,60736110.0,0,500B-1T,6497500000,Profitable,58902463.5,Good Volume,58902463.5,1624375000.0,27.577369493213133,507879166.6666667,1152.5837097078536,1
LMT,110908891000,NYSE,251831000,1681000000,1689000000,1912000000,1778000000,309000000,1733000000,2049000000,614000000.0,24266135.0,23739709.0,19351782.0,24017791.0,19693582.0,21341183.0,23162953.0,34412103.0,23120390.0,34506939.0,23690100.0,30740908.0,32648773.0,26703410.0,24137962.0,25169171.0,27067212.0,26362024.0,32327054.0,72606244.0,43081013.0,43239655.0,33209027.0,33361657.0,0,100B-500B,7060000000,Profitable,22068363.666666668,Good Volume,22068363.666666668,1765000000.0,79.9787436286433,490208333.3333333,226.24848142796432,1
LNT,12699130000,NASDAQ,252719000,160000000,163000000,107000000,227000000,159000000,192000000,95000000,259000000.0,23735766.0,33617123.0,34687850.0,24071665.0,31548121.0,29076882.0,26174456.0,41922826.0,30213067.0,23981785.0,27349216.0,33294494.0,43799795.0,29204501.0,29877382.0,22500167.0,33931444.0,51877337.0,26224650.0,26656125.0,21186997.0,21714780.0,20830819.0,28489560.0,0,0-14.6B,657000000,Profitable,29456234.5,Good Volume,29456234.5,164250000.0,5.576069134023223,56750000.0,223.77321585903084,1
LOW,114413052000,NYSE,577115000,2673000000,2260000000,958000000,154000000,2992000000,2333000000,1207000000,1896000000.0,30133302.0,60014506.0,52934502.0,42572865.0,67239364.0,65371863.0,50317329.0,79985625.0,52881671.0,59170910.0,64790354.0,75839873.0,74186698.0,83702336.0,85785051.0,63097594.0,83503143.0,92945505.0,82898203.0,101706087.0,69439334.0,83717050.0,75575597.0,67066844.0,0,100B-500B,6045000000,Profitable,53044400.333333336,Good Volume,53044400.333333336,1511250000.0,28.49028343243092,603041666.6666666,189.72661148345196,1
LRCX,86541943000,NASDAQ,132222000,802537000,814008000,1468507000,1425879000,1208934000,1021778000,1194830000,1179744000.0,12739251.0,21701939.0,22325825.0,26937510.0,26802144.0,29897943.0,26545171.0,29631328.0,22891319.0,27931156.0,26185402.0,38681089.0,61077924.0,28050500.0,33297322.0,30406478.0,24827379.0,28750765.0,29941594.0,30898649.0,25573354.0,36697923.0,27014547.0,28347948.0,0,50B-100B,4510931000,Profitable,23400768.666666668,Good Volume,23400768.666666668,1127732750.0,48.192124201732064,379842375.0,227.83646242734238,1
LUV,15254187000,NYSE,595634000,683000000,-159000000,-220000000,277000000,760000000,-278000000,68000000,446000000.0,94994674.0,136527288.0,143779980.0,188333643.0,158130769.0,136791454.0,148195994.0,163497752.0,107595846.0,152370081.0,146471929.0,102607594.0,130507321.0,130996857.0,105351016.0,127283946.0,125931135.0,102571677.0,140098281.0,194989570.0,138286148.0,165805934.0,243976940.0,164094995.0,0,14.6B-50B,581000000,Profitable,143092968.0,Good Volume,143092968.0,145250000.0,1.0150743396419033,65708333.333333336,232.14996068484464,1
LVS,34698248000,NYSE,764447000,312000000,147000000,-169000000,-239000000,-290000000,2530000000,-123000000,-368000000.0,54693407.0,108382291.0,75428702.0,94578374.0,86178902.0,82310989.0,99226912.0,109025506.0,74629529.0,128064376.0,104246315.0,118088267.0,185988278.0,155777196.0,92414494.0,143124336.0,159757961.0,151260185.0,115534974.0,191714199.0,143438275.0,238813065.0,178572215.0,170468516.0,0,14.6B-50B,51000000,Profitable,83595444.16666667,Good Volume,83595444.16666667,12750000.0,0.1525202734084402,75000000.0,462.64330666666666,1
LW,12266622000,NYSE,144927000,234800000,498800000,175100000,103100000,231900000,32000000,106600000,32500000.0,51498940.0,31141168.0,33176552.0,33430346.0,22680471.0,27162572.0,29083701.0,31520463.0,22807176.0,34233593.0,27968257.0,35865364.0,42200741.0,32081348.0,24628330.0,30530800.0,26604732.0,22575564.0,24034974.0,35187181.0,17979392.0,34536321.0,32625347.0,49220394.0,0,0-14.6B,1011800000,Profitable,33181674.833333332,Good Volume,33181674.833333332,252950000.0,7.623183617780917,58950000.0,208.08519083969466,1
LYB,30283241000,NYSE,324197000,715000000,474000000,353000000,572000000,1644000000,1320000000,726000000,1762000000.0,20720595.0,43685844.0,43268939.0,42103821.0,40676594.0,36916340.0,40063719.0,55084451.0,36794655.0,38486489.0,30565636.0,52426757.0,49742862.0,59296282.0,42695433.0,45371280.0,53782378.0,56055606.0,36384562.0,63088356.0,39649237.0,42984345.0,54055455.0,49233964.0,0,14.6B-50B,2114000000,Profitable,37895355.5,Good Volume,37895355.5,528500000.0,13.946300094743801,315250000.0,96.0610340999207,1
LYV,19696325000,NYSE,230151000,293682000,-3169000,-203034000,361402000,187800000,-50182000,-194924000,46878000.0,21927723.0,37823877.0,35691237.0,56503132.0,36598311.0,47436977.0,25547516.0,42480011.0,42602085.0,43704287.0,41590006.0,71290957.0,28772890.0,39374499.0,27516870.0,24549950.0,37920887.0,65427076.0,32136468.0,56992650.0,51853228.0,44666466.0,51484330.0,59565653.0,0,14.6B-50B,448881000,Profitable,39330209.5,Good Volume,39330209.5,112220250.0,2.8532838097391777,18268875.0,1078.1356268516809,1
MA,377977766000,NYSE,934848000,2842000000,2359000000,2521000000,2496000000,2272000000,2628000000,2380000000,2403000000.0,29388199.0,46028613.0,46910074.0,50764724.0,61953208.0,65034153.0,47166966.0,68442857.0,45192096.0,65447151.0,50710037.0,56179774.0,68697681.0,60088754.0,54862345.0,51926173.0,65072588.0,75027847.0,68736214.0,97502965.0,91243761.0,115446664.0,90416897.0,132988976.0,0,100B-500B,10218000000,Profitable,50013161.833333336,Good Volume,50013161.833333336,2554500000.0,51.076554777975424,829208333.3333334,455.82967609667855,1
MAA,15901706000,NYSE,116677000,145688000,135910000,193621000,122311000,210702000,110802000,185641000,84479000.0,8338455.0,12902166.0,11779483.0,11635340.0,12692938.0,12667141.0,13074626.0,18775958.0,15182953.0,14242197.0,12679498.0,11977230.0,19522291.0,14871512.0,12172010.0,11284458.0,14192947.0,15572313.0,14492331.0,16663368.0,10957231.0,13396527.0,13821798.0,11632163.0,0,14.6B-50B,597530000,Profitable,11669253.833333334,Good Volume,11669253.833333334,149382500.0,12.801375489261146,49548083.333333336,320.9348360262842,1
MAR,58765210000,NASDAQ,298240000,726000000,757000000,673000000,630000000,678000000,377000000,468000000,220000000.0,20377347.0,37412296.0,48811638.0,42182873.0,37760446.0,37017811.0,30386456.0,44127732.0,34430137.0,36575030.0,40874179.0,42647165.0,40397256.0,45605453.0,38444192.0,41007732.0,52229143.0,60233626.0,46290533.0,56770380.0,54742970.0,43403631.0,44797300.0,47237538.0,0,50B-100B,2786000000,Profitable,37260401.833333336,Good Volume,37260401.833333336,696500000.0,18.692766737070123,188708333.33333334,311.40760432766615,1
MAS,11813114000,NYSE,224926000,263000000,205000000,115000000,218000000,278000000,233000000,132000000,220000000.0,21132010.0,33105022.0,29952618.0,41601846.0,40007161.0,32738162.0,43294636.0,44563348.0,41343215.0,30754330.0,34475147.0,39840733.0,39992794.0,42931647.0,35720839.0,36398139.0,53454804.0,48261932.0,48260005.0,60174929.0,45667504.0,49556721.0,36889304.0,32338689.0,0,0-14.6B,801000000,Profitable,33089469.833333332,Good Volume,33089469.833333332,200250000.0,6.051774205166448,69333333.33333333,170.38145192307692,1
MCD,182147023000,NYSE,728763000,2310400000,1802300000,1903400000,1981600000,1188000000,1104400000,1638800000,2149900000.0,44551641.0,50648692.0,51988692.0,46831888.0,53054939.0,51674802.0,50687451.0,61784423.0,54147768.0,54161409.0,53149195.0,68990852.0,68888666.0,59795574.0,48193462.0,48681482.0,60829748.0,65018099.0,52050344.0,91733068.0,58059134.0,64352665.0,58794785.0,51037339.0,0,100B-500B,7997700000,Profitable,49791775.666666664,Good Volume,49791775.666666664,1999425000.0,40.15572799382056,586616666.6666666,310.5043435520073,1
MCHP,42975171000,NASDAQ,544334000,666400000,604000000,580300000,546200000,507200000,437900000,352800000,242000000.0,51799236.0,78269616.0,112495847.0,99728585.0,105594373.0,120955488.0,75856677.0,113336267.0,101755389.0,86500604.0,87622722.0,115302742.0,111022626.0,97006911.0,107900959.0,78659248.0,110241754.0,119032314.0,93504241.0,125049922.0,110359899.0,90983783.0,85902421.0,91736202.0,0,14.6B-50B,2396900000,Profitable,94807190.83333333,Good Volume,94807190.83333333,599225000.0,6.320459394830187,164033333.33333334,261.99047551310707,1
MCK,62400229000,NYSE,134902000,958000000,787000000,1079000000,926000000,768000000,368000000,-7000000,267000000.0,9257149.0,15004222.0,20178308.0,13795338.0,15716326.0,24444144.0,16811987.0,23217261.0,19697841.0,18238986.0,22476883.0,25701746.0,17666075.0,21658042.0,22759650.0,17279756.0,25975444.0,26044560.0,21640259.0,32566090.0,23411117.0,19319399.0,22597661.0,21656080.0,0,50B-100B,3750000000,Profitable,16399247.833333334,Good Volume,16399247.833333334,937500000.0,57.16725605514814,214416666.66666666,291.02322114263507,1
MCO,58967073000,NYSE,183458000,377000000,501000000,246000000,303000000,327000000,498000000,427000000,474000000.0,7598680.0,11487655.0,12793875.0,16856765.0,15629497.0,17662780.0,12790758.0,19126125.0,14834594.0,20073732.0,13530703.0,16790265.0,19232157.0,15648131.0,12738684.0,17211373.0,20328350.0,26042338.0,17044250.0,22987840.0,22298154.0,16521723.0,12701658.0,13826511.0,0,50B-100B,1427000000,Profitable,13671542.0,Good Volume,13671542.0,356750000.0,26.094349854610403,131375000.0,448.8454652711703,1
MDLZ,85189501000,NASDAQ,1360420000,944000000,2081000000,583000000,532000000,747000000,855000000,1003000000,1258000000.0,107331577.0,121112251.0,114730235.0,146321644.0,128902189.0,130427536.0,109138614.0,155013750.0,107488576.0,114258916.0,124049848.0,127218512.0,156397767.0,161452390.0,119791528.0,136322348.0,153988901.0,196370952.0,152640066.0,210617057.0,138892880.0,190537089.0,154038809.0,132010371.0,0,50B-100B,4140000000,Profitable,124804238.66666667,Good Volume,124804238.66666667,1035000000.0,8.292987570432837,333458333.3333333,255.47270073722356,1
MDT,95465529000,NYSE,1330530000,791000000,1179000000,1222000000,427000000,929000000,1485000000,1480000000,1311000000.0,97991122.0,106809391.0,111631724.0,85937032.0,116375341.0,126329581.0,123208680.0,140527954.0,112689675.0,139750735.0,158853901.0,176161470.0,114795065.0,139911869.0,114732172.0,98111707.0,137053252.0,119889533.0,108514603.0,150543362.0,130333520.0,142997897.0,189340226.0,125475901.0,0,50B-100B,3619000000,Profitable,107512365.16666667,Good Volume,107512365.16666667,904750000.0,8.41531110023901,367666666.6666667,259.6523907524932,1
